instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
4,0,1.0,1.0,0.0,1100,1085
2,3,0.2,0.9818975270728948,0.01810247292710522,1100,1094
3,2,0.5,1.0,0.0,1100,1094
3,1,0.8,1.0,0.0,1100,1085
3,0,1.0,1.0,0.0,1100,1072
0,1,0.8,1.0,0.0,1100,977
2,2,0.5,1.0,0.0,1100,1092
1,1,0.8,1.0,0.0,1100,1098
1,2,0.5,1.0,0.0,1100,1059
3,3,0.2,0.9811509353134371,0.018849064686562902,1100,1081
2,1,0.8,1.0,0.0,1100,1070
3,4,0.0,0.0,1.0,1100,1084
2,4,0.0,0.0,1.0,1100,1092
0,2,0.5,1.0,0.0,1100,1092
4,3,0.2,0.9820224719101124,0.017977528089887642,1100,1085
1,0,1.0,1.0,0.0,1100,1081
4,1,0.8,1.0,0.0,1100,1085
1,3,0.2,0.9797144001067664,0.020285599893233686,1100,1063
2,0,1.0,1.0,0.0,1100,1092
0,0,1.0,1.0,0.0,1100,1096
0,3,0.2,0.982298709280885,0.017701290719114936,1100,1052
0,4,0.0,0.0,1.0,1100,1048
1,4,0.0,0.0,1.0,1100,1060
4,2,0.5,1.0,0.0,1100,1096
5,1,0.8,1.0,0.0,1100,1094
5,3,0.2,0.9807778945787656,0.01922210542123442,1100,1039
5,0,1.0,1.0,0.0,1100,1087
6,0,1.0,1.0,0.0,1100,1061
4,4,0.0,0.0,1.0,1100,1098
7,2,0.5,1.0,0.0,1100,1070
8,3,0.2,0.9804508907457039,0.019549109254296076,1100,1006
7,3,0.2,0.9819688817798459,0.018031118220154137,1100,1092
7,1,0.8,1.0,0.0,1100,1096
8,1,0.8,1.0,0.0,1100,1074
6,3,0.2,0.9814937210839392,0.018506278916060808,1100,1081
9,1,0.8,1.0,0.0,1100,1092
5,2,0.5,1.0,0.0,1100,1098
7,0,1.0,1.0,0.0,1100,1094
8,2,0.5,1.0,0.0,1100,1098
9,2,0.5,1.0,0.0,1100,1070
8,0,1.0,1.0,0.0,1100,1092
6,2,0.5,1.0,0.0,1100,1096
6,4,0.0,0.0,1.0,1100,1092
6,1,0.8,1.0,0.0,1100,1094
9,0,1.0,1.0,0.0,1100,1010
7,4,0.0,0.0,1.0,1100,1092
5,4,0.0,0.0,1.0,1100,1069
8,4,0.0,0.0,1.0,1100,1080
9,3,0.2,0.9824465167306637,0.01755348326933626,1100,1049
9,4,0.0,0.0,1.0,1100,1070
