instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
3,1,0.8,1.0,0.0,1100,1061
4,1,0.8,1.0,0.0,1100,1054
0,4,0.0,0.0,1.0,1100,1053
0,1,0.8,1.0,0.0,1100,1099
2,3,0.2,0.9686821705426356,0.03131782945736434,1100,1059
2,2,0.5,1.0,0.0,1100,1059
1,2,0.5,1.0,0.0,1100,1092
4,2,0.5,1.0,0.0,1100,1070
3,0,1.0,1.0,0.0,1100,1092
3,4,0.0,0.0,1.0,1100,1081
4,0,1.0,1.0,0.0,1100,1041
4,3,0.2,0.9425876010781671,0.057412398921832884,1100,1085
3,3,0.2,0.9513235478609962,0.04867645213900389,1100,1081
0,2,0.5,1.0,0.0,1100,1092
1,3,0.2,0.9333421856327181,0.0666578143672819,1100,1081
1,1,0.8,1.0,0.0,1100,1099
2,0,1.0,1.0,0.0,1100,1092
3,2,0.5,1.0,0.0,1100,1092
0,0,1.0,1.0,0.0,1100,1097
1,4,0.0,0.0,1.0,1100,1097
1,0,1.0,1.0,0.0,1100,1085
2,1,0.8,1.0,0.0,1100,1074
0,3,0.2,0.9435980928014885,0.05640190719851145,1100,1048
2,4,0.0,0.0,1.0,1100,1087
5,2,0.5,1.0,0.0,1100,1087
5,0,1.0,1.0,0.0,1100,1094
6,2,0.5,1.0,0.0,1100,1072
5,1,0.8,1.0,0.0,1100,1098
7,1,0.8,1.0,0.0,1100,1094
6,0,1.0,1.0,0.0,1100,1028
7,3,0.2,0.9524434719183078,0.047556528081692195,1100,1094
7,0,1.0,1.0,0.0,1100,1092
7,2,0.5,1.0,0.0,1100,1098
7,4,0.0,0.0,1.0,1100,1081
4,4,0.0,0.0,1.0,1100,1016
6,3,0.2,0.963268675196038,0.03673132480396203,1100,1098
5,3,0.2,0.9411764705882353,0.058823529411764705,1100,1074
9,0,1.0,1.0,0.0,1100,1070
5,4,0.0,0.0,1.0,1100,1060
8,4,0.0,0.0,1.0,1100,1093
8,3,0.2,0.9321875832667199,0.06781241673328005,1100,1085
9,2,0.5,1.0,0.0,1100,1072
8,1,0.8,1.0,0.0,1100,1098
8,0,1.0,1.0,0.0,1100,1087
8,2,0.5,1.0,0.0,1100,1094
6,1,0.8,1.0,0.0,1100,1083
9,1,0.8,1.0,0.0,1100,1088
6,4,0.0,0.0,1.0,1100,1033
9,3,0.2,0.9604494382022472,0.039550561797752806,1100,1050
9,4,0.0,0.0,1.0,1100,1096
