instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
1,4,0.0,0.0,1.0,500,474
0,4,0.0,0.0,1.0,500,488
2,4,0.0,0.0,1.0,500,402
3,4,0.0,0.0,1.0,500,443
3,1,0.8,1.0,0.0,500,492
0,3,0.2,0.997789240972734,0.002210759027266028,500,492
1,1,0.8,1.0,0.0,500,487
3,2,0.5,1.0,0.0,500,429
4,2,0.5,1.0,0.0,500,462
4,3,0.2,1.0,0.0,500,497
3,3,0.2,1.0,0.0,500,462
2,0,1.0,1.0,0.0,500,499
2,1,0.8,1.0,0.0,500,497
1,2,0.5,1.0,0.0,500,497
4,0,1.0,1.0,0.0,500,497
1,0,1.0,1.0,0.0,500,492
4,1,0.8,1.0,0.0,500,497
3,0,1.0,1.0,0.0,500,467
0,2,0.5,1.0,0.0,500,494
2,3,0.2,1.0,0.0,500,494
1,3,0.2,0.9979267449896337,0.002073255010366275,500,482
2,2,0.5,1.0,0.0,500,487
0,1,0.8,1.0,0.0,500,497
0,0,1.0,1.0,0.0,500,499
4,4,0.0,0.0,1.0,500,349
5,2,0.5,1.0,0.0,500,467
8,4,0.0,0.0,1.0,500,434
6,4,0.0,0.0,1.0,500,493
5,0,1.0,1.0,0.0,500,477
5,4,0.0,0.0,1.0,500,464
5,1,0.8,1.0,0.0,500,484
7,4,0.0,0.0,1.0,500,483
6,0,1.0,1.0,0.0,500,492
5,3,0.2,0.9986440677966102,0.0013559322033898306,500,487
6,1,0.8,1.0,0.0,500,497
6,3,0.2,1.0,0.0,500,469
7,2,0.5,1.0,0.0,500,492
6,2,0.5,1.0,0.0,500,482
7,1,0.8,1.0,0.0,500,492
8,0,1.0,1.0,0.0,500,492
7,0,1.0,1.0,0.0,500,482
9,1,0.8,1.0,0.0,500,492
9,0,1.0,1.0,0.0,500,469
8,1,0.8,1.0,0.0,500,459
7,3,0.2,0.9992325402916347,0.0007674597083653108,500,452
9,2,0.5,1.0,0.0,500,462
8,3,0.2,1.0,0.0,500,494
8,2,0.5,1.0,0.0,500,497
9,3,0.2,1.0,0.0,500,487
9,4,0.0,0.0,1.0,500,438
