instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
4,1,0.8,1.0,0.0,1100,1004
2,1,0.8,1.0,0.0,1100,1065
2,2,0.5,1.0,0.0,1100,1098
4,2,0.5,1.0,0.0,1100,1096
3,4,0.0,0.0,1.0,1100,1076
3,0,1.0,1.0,0.0,1100,1081
0,1,0.8,1.0,0.0,1100,1098
1,0,1.0,1.0,0.0,1100,1094
0,2,0.5,1.0,0.0,1100,1092
4,0,1.0,1.0,0.0,1100,1076
1,2,0.5,1.0,0.0,1100,1092
0,4,0.0,0.0,1.0,1100,1081
3,1,0.8,1.0,0.0,1100,1048
1,1,0.8,1.0,0.0,1100,1094
0,0,1.0,1.0,0.0,1100,1072
2,0,1.0,1.0,0.0,1100,1074
1,4,0.0,0.0,1.0,1100,1079
3,2,0.5,1.0,0.0,1100,1099
4,3,0.2,0.9662647808949687,0.0337352191050313,1100,1092
2,3,0.2,0.9728328260624507,0.02716717393754932,1100,1094
0,3,0.2,0.9542389742456063,0.045761025754393725,1100,1094
3,3,0.2,0.9406335460346399,0.059366453965360076,1100,1094
2,4,0.0,0.0,1.0,1100,1048
1,3,0.2,0.9534581664682324,0.04654183353176751,1100,1083
5,0,1.0,1.0,0.0,1100,1094
5,3,0.2,0.9519108729375264,0.048089127062473556,1100,1059
6,3,0.2,0.9655172413793104,0.034482758620689655,1100,1092
7,1,0.8,1.0,0.0,1100,1050
4,4,0.0,0.0,1.0,1100,1070
7,2,0.5,1.0,0.0,1100,1098
5,2,0.5,1.0,0.0,1100,1098
6,0,1.0,1.0,0.0,1100,1098
6,2,0.5,1.0,0.0,1100,1094
7,3,0.2,0.9727152317880795,0.02728476821192053,1100,1092
6,4,0.0,0.0,1.0,1100,1041
6,1,0.8,1.0,0.0,1100,1076
7,0,1.0,1.0,0.0,1100,1092
5,4,0.0,0.0,1.0,1100,1077
9,0,1.0,1.0,0.0,1100,1061
7,4,0.0,0.0,1.0,1100,1052
5,1,0.8,1.0,0.0,1100,1082
8,0,1.0,1.0,0.0,1100,1039
8,2,0.5,1.0,0.0,1100,1087
8,4,0.0,0.0,1.0,1100,1095
9,2,0.5,1.0,0.0,1100,1096
8,3,0.2,0.9553603229253235,0.04463967707467648,1100,1094
9,1,0.8,1.0,0.0,1100,1092
8,1,0.8,1.0,0.0,1100,1083
9,3,0.2,0.9625594598741752,0.03744054012582477,1100,1085
9,4,0.0,0.0,1.0,1100,1061
