instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
0,4,0.0,0.0,1.0,500,478
2,4,0.0,0.0,1.0,500,472
1,4,0.0,0.0,1.0,500,428
3,4,0.0,0.0,1.0,500,422
3,1,0.8,1.0,0.0,500,499
0,0,1.0,1.0,0.0,500,494
0,2,0.5,1.0,0.0,500,492
2,1,0.8,1.0,0.0,500,477
2,2,0.5,1.0,0.0,500,497
1,1,0.8,1.0,0.0,500,497
1,2,0.5,1.0,0.0,500,497
4,0,1.0,1.0,0.0,500,497
2,0,1.0,1.0,0.0,500,487
3,2,0.5,1.0,0.0,500,494
0,1,0.8,1.0,0.0,500,494
1,3,0.2,1.0,0.0,500,482
2,3,0.2,1.0,0.0,500,497
4,2,0.5,1.0,0.0,500,497
4,3,0.2,1.0,0.0,500,499
4,1,0.8,1.0,0.0,500,494
3,3,0.2,1.0,0.0,500,492
0,3,0.2,0.9976004799040192,0.0023995200959808036,500,477
1,0,1.0,1.0,0.0,500,499
3,0,1.0,1.0,0.0,500,484
4,4,0.0,0.0,1.0,500,499
5,4,0.0,0.0,1.0,500,476
5,0,1.0,1.0,0.0,500,497
7,4,0.0,0.0,1.0,500,469
5,1,0.8,1.0,0.0,500,494
5,2,0.5,1.0,0.0,500,494
8,4,0.0,0.0,1.0,500,412
6,4,0.0,0.0,1.0,500,493
5,3,0.2,1.0,0.0,500,497
7,0,1.0,1.0,0.0,500,477
9,1,0.8,1.0,0.0,500,492
7,3,0.2,1.0,0.0,500,499
8,0,1.0,1.0,0.0,500,494
8,1,0.8,1.0,0.0,500,487
7,1,0.8,1.0,0.0,500,497
7,2,0.5,1.0,0.0,500,497
6,0,1.0,1.0,0.0,500,492
6,1,0.8,1.0,0.0,500,499
6,3,0.2,1.0,0.0,500,499
6,2,0.5,1.0,0.0,500,489
9,0,1.0,1.0,0.0,500,497
8,2,0.5,1.0,0.0,500,497
8,3,0.2,1.0,0.0,500,497
9,2,0.5,1.0,0.0,500,494
9,4,0.0,0.0,1.0,500,372
9,3,0.2,1.0,0.0,500,492
