instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
2,4,0.0,0.0,1.0,500,488
1,4,0.0,0.0,1.0,500,472
0,4,0.0,0.0,1.0,500,447
1,0,1.0,1.0,0.0,500,497
3,4,0.0,0.0,1.0,500,473
0,3,0.2,0.9815602836879432,0.018439716312056736,500,497
0,1,0.8,1.0,0.0,500,457
2,0,1.0,1.0,0.0,500,492
2,1,0.8,1.0,0.0,500,472
0,0,1.0,1.0,0.0,500,497
1,3,0.2,0.9798850574712644,0.020114942528735632,500,477
3,1,0.8,1.0,0.0,500,444
0,2,0.5,1.0,0.0,500,492
1,1,0.8,1.0,0.0,500,479
3,3,0.2,0.9870689655172413,0.01293103448275862,500,484
3,2,0.5,1.0,0.0,500,477
4,3,0.2,0.9800285306704708,0.019971469329529243,500,467
2,2,0.5,1.0,0.0,500,492
4,2,0.5,1.0,0.0,500,477
3,0,1.0,1.0,0.0,500,477
1,2,0.5,1.0,0.0,500,499
2,3,0.2,0.9801920768307323,0.019807923169267706,500,487
4,1,0.8,1.0,0.0,500,489
4,0,1.0,1.0,0.0,500,499
4,4,0.0,0.0,1.0,500,489
5,0,1.0,1.0,0.0,500,492
5,4,0.0,0.0,1.0,500,457
6,4,0.0,0.0,1.0,500,459
6,1,0.8,1.0,0.0,500,477
5,1,0.8,1.0,0.0,500,479
5,3,0.2,0.965625,0.034375,500,442
6,2,0.5,1.0,0.0,500,457
7,4,0.0,0.0,1.0,500,498
5,2,0.5,1.0,0.0,500,499
6,3,0.2,0.9280359820089955,0.07196401799100449,500,494
6,0,1.0,1.0,0.0,500,487
8,4,0.0,0.0,1.0,500,458
7,2,0.5,1.0,0.0,500,499
7,0,1.0,1.0,0.0,500,497
8,1,0.8,1.0,0.0,500,497
8,3,0.2,0.9797979797979798,0.020202020202020204,500,484
7,1,0.8,1.0,0.0,500,494
7,3,0.2,0.9922752808988764,0.007724719101123595,500,487
9,0,1.0,1.0,0.0,500,459
8,2,0.5,1.0,0.0,500,487
8,0,1.0,1.0,0.0,500,482
9,1,0.8,1.0,0.0,500,477
9,2,0.5,1.0,0.0,500,497
9,3,0.2,0.9883333333333333,0.011666666666666667,500,482
9,4,0.0,0.0,1.0,500,447
