instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
4,0,1.0,1.0,0.0,1100,1096
2,1,0.8,1.0,0.0,1100,1026
4,1,0.8,1.0,0.0,1100,1054
0,3,0.2,0.9811643835616438,0.018835616438356163,1100,1072
2,2,0.5,1.0,0.0,1100,1063
4,2,0.5,1.0,0.0,1100,1081
4,3,0.2,0.9822842571466918,0.01771574285330828,1100,1074
1,2,0.5,1.0,0.0,1100,1065
2,0,1.0,1.0,0.0,1100,1085
0,0,1.0,1.0,0.0,1100,1099
3,0,1.0,1.0,0.0,1100,1059
1,4,0.0,0.0,1.0,1100,1084
0,4,0.0,0.0,1.0,1100,1095
1,3,0.2,0.9578976334617502,0.042102366538249864,1100,1081
0,1,0.8,1.0,0.0,1100,1092
2,4,0.0,0.0,1.0,1100,1086
3,3,0.2,0.981425702811245,0.01857429718875502,1100,1092
3,1,0.8,1.0,0.0,1100,1092
3,2,0.5,1.0,0.0,1100,1072
1,0,1.0,1.0,0.0,1100,1044
2,3,0.2,0.9821554355482508,0.017844564451749236,1100,1094
1,1,0.8,1.0,0.0,1100,1092
3,4,0.0,0.0,1.0,1100,1093
0,2,0.5,1.0,0.0,1100,1059
5,2,0.5,1.0,0.0,1100,905
5,1,0.8,1.0,0.0,1100,1081
4,4,0.0,0.0,1.0,1100,1063
6,4,0.0,0.0,1.0,1100,1066
5,3,0.2,0.9811169144234633,0.01888308557653676,1100,1061
8,0,1.0,1.0,0.0,1100,1081
6,1,0.8,1.0,0.0,1100,1048
5,0,1.0,1.0,0.0,1100,1015
6,3,0.2,0.9809498610927372,0.019050138907262867,1100,1098
7,1,0.8,1.0,0.0,1100,1085
5,4,0.0,0.0,1.0,1100,1082
9,2,0.5,1.0,0.0,1100,1019
6,2,0.5,1.0,0.0,1100,1092
8,4,0.0,0.0,1.0,1100,1092
6,0,1.0,1.0,0.0,1100,1081
7,4,0.0,0.0,1.0,1100,1052
8,1,0.8,1.0,0.0,1100,1099
8,2,0.5,1.0,0.0,1100,1094
8,3,0.2,0.98068669527897,0.019313304721030045,1100,1081
7,2,0.5,1.0,0.0,1100,1099
9,0,1.0,1.0,0.0,1100,1087
9,1,0.8,1.0,0.0,1100,1092
7,3,0.2,0.9798263846435995,0.020173615356400536,1100,1085
7,0,1.0,1.0,0.0,1100,1096
9,3,0.2,0.9821076174187607,0.017892382581239312,1100,1098
9,4,0.0,0.0,1.0,1100,1093
