instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
2,4,0.0,0.0,1.0,500,492
0,4,0.0,0.0,1.0,500,467
3,4,0.0,0.0,1.0,500,429
1,4,0.0,0.0,1.0,500,492
2,0,1.0,1.0,0.0,500,497
1,0,1.0,1.0,0.0,500,497
3,1,0.8,1.0,0.0,500,497
0,2,0.5,1.0,0.0,500,494
1,2,0.5,1.0,0.0,500,499
2,1,0.8,1.0,0.0,500,497
3,0,1.0,1.0,0.0,500,497
0,3,0.2,0.9474747474747475,0.052525252525252523,500,497
1,3,0.2,0.9258720930232558,0.07412790697674419,500,489
1,1,0.8,1.0,0.0,500,497
3,2,0.5,1.0,0.0,500,487
0,1,0.8,1.0,0.0,500,499
4,2,0.5,1.0,0.0,500,464
4,1,0.8,1.0,0.0,500,497
3,3,0.2,0.9435825105782792,0.056417489421720736,500,494
4,0,1.0,1.0,0.0,500,499
4,3,0.2,0.9295093296475466,0.07049067035245335,500,494
2,3,0.2,0.924375422012154,0.07562457798784605,500,492
0,0,1.0,1.0,0.0,500,499
2,2,0.5,1.0,0.0,500,497
4,4,0.0,0.0,1.0,500,481
5,4,0.0,0.0,1.0,500,428
5,2,0.5,1.0,0.0,500,482
5,1,0.8,1.0,0.0,500,499
6,4,0.0,0.0,1.0,500,477
7,4,0.0,0.0,1.0,500,437
8,4,0.0,0.0,1.0,500,432
5,3,0.2,0.9002413515687852,0.0997586484312148,500,394
5,0,1.0,1.0,0.0,500,492
6,1,0.8,1.0,0.0,500,479
7,1,0.8,1.0,0.0,500,497
8,0,1.0,1.0,0.0,500,487
8,2,0.5,1.0,0.0,500,487
6,3,0.2,0.9364968597348221,0.06350314026517795,500,472
6,0,1.0,1.0,0.0,500,477
9,1,0.8,1.0,0.0,500,499
6,2,0.5,1.0,0.0,500,497
7,0,1.0,1.0,0.0,500,477
8,3,0.2,0.9375443577004968,0.06245564229950319,500,472
8,1,0.8,1.0,0.0,500,494
7,3,0.2,0.9680651221039449,0.031934877896055106,500,497
9,0,1.0,1.0,0.0,500,497
7,2,0.5,1.0,0.0,500,499
9,2,0.5,1.0,0.0,500,492
9,4,0.0,0.0,1.0,500,454
9,3,0.2,0.9548872180451128,0.045112781954887216,500,497
