instance_number,run_number,prior,ratio_rmax_bound_use,ratio_lip_bound_use,n_time_steps,n_time_steps_cv
0,4,0.0,0.0,1.0,500,397
3,4,0.0,0.0,1.0,500,367
1,4,0.0,0.0,1.0,500,443
2,4,0.0,0.0,1.0,500,497
2,1,0.8,1.0,0.0,500,487
1,0,1.0,1.0,0.0,500,477
0,2,0.5,1.0,0.0,500,494
1,3,0.2,1.0,0.0,500,499
2,3,0.2,0.945071482317532,0.05492851768246802,500,499
2,2,0.5,1.0,0.0,500,482
4,3,0.2,1.0,0.0,500,497
1,1,0.8,1.0,0.0,500,497
2,0,1.0,1.0,0.0,500,487
1,2,0.5,1.0,0.0,500,497
0,0,1.0,1.0,0.0,500,497
4,2,0.5,1.0,0.0,500,499
0,3,0.2,1.0,0.0,500,499
3,1,0.8,1.0,0.0,500,499
3,3,0.2,1.0,0.0,500,494
4,1,0.8,1.0,0.0,500,492
4,0,1.0,1.0,0.0,500,497
0,1,0.8,1.0,0.0,500,497
3,0,1.0,1.0,0.0,500,499
3,2,0.5,1.0,0.0,500,499
4,4,0.0,0.0,1.0,500,427
5,4,0.0,0.0,1.0,500,457
5,0,1.0,1.0,0.0,500,492
6,4,0.0,0.0,1.0,500,458
7,4,0.0,0.0,1.0,500,348
5,2,0.5,1.0,0.0,500,497
8,4,0.0,0.0,1.0,500,474
6,1,0.8,1.0,0.0,500,492
6,0,1.0,1.0,0.0,500,489
5,1,0.8,1.0,0.0,500,497
5,3,0.2,0.9974779319041615,0.0025220680958385876,500,494
7,1,0.8,1.0,0.0,500,482
6,3,0.2,1.0,0.0,500,497
7,2,0.5,1.0,0.0,500,477
7,3,0.2,1.0,0.0,500,497
8,2,0.5,1.0,0.0,500,497
9,0,1.0,1.0,0.0,500,499
7,0,1.0,1.0,0.0,500,487
6,2,0.5,1.0,0.0,500,499
9,1,0.8,1.0,0.0,500,499
8,1,0.8,1.0,0.0,500,487
8,0,1.0,1.0,0.0,500,492
9,2,0.5,1.0,0.0,500,499
8,3,0.2,0.9974506054811982,0.0025493945188017845,500,499
9,3,0.2,1.0,0.0,500,482
9,4,0.0,0.0,1.0,500,497
